BookingID,CustomerID,AgeGroup,Gender,State,City,Airline,Destination,BookingDate,FlightType,TicketPrice,Class,BookingChannel,FrequentFlyer,AffinityIndex
A01044,C00631,65+,Female,Arizona,Scottsdale,American Airlines,"Atlanta, GA",2024-06-10,Domestic,111.31,Economy,Mobile App,Yes,135
A01045,C00821,45-54,Male,Oregon,Eugene,Alaska Airlines,"Vancouver, Canada",2024-09-20,International,2180.93,Business,Website,No,159
A01046,C00768,65+,Male,Oregon,Portland,United Airlines,"Seattle, WA",2024-06-11,Domestic,472.68,Premium Economy,Website,Yes,146
A01047,C00051,55-64,Male,California,San Francisco,Delta Airlines,"Las Vegas, NV",2024-05-31,Domestic,968.04,First,Travel Agency,No,113
A01048,C00209,25-34,Female,Arizona,Flagstaff,United Airlines,"Seattle, WA",2024-10-18,Domestic,1129.45,First,Website,No,154
A01049,C00133,65+,Male,Florida,Tampa,American Airlines,"Chicago, IL",2024-06-03,Domestic,357.43,Premium Economy,Website,No,162
A01050,C00308,35-44,Male,New York,Rochester,Southwest Airlines,"Miami, FL",2024-10-21,Domestic,410.83,Premium Economy,Mobile App,Yes,164
A01051,C00994,55-64,Female,Arizona,Tucson,United Airlines,"Miami, FL",2024-06-14,Domestic,280.75,Economy,Website,Yes,115
A01052,C00559,18-24,Male,Georgia,Savannah,Delta Airlines,"Toronto, Canada",2024-06-16,International,2647.07,First,Mobile App,Yes,173
A01053,C00903,18-24,Female,Texas,Dallas,Southwest Airlines,"Cancun, Mexico",2024-08-25,International,2128.92,Business,Website,No,124
A01054,C00736,18-24,Female,New York,Rochester,Southwest Airlines,"Seattle, WA",2024-06-05,Domestic,1232.77,First,Website,Yes,183
A01055,C00191,35-44,Male,Oregon,Eugene,Alaska Airlines,"Chicago, IL",2024-10-08,Domestic,235.45,Economy,Mobile App,No,147
A01056,C00861,45-54,Female,California,Los Angeles,Delta Airlines,"Chicago, IL",2024-10-08,Domestic,252.16,Economy,Travel Agency,No,186
A01057,C00618,18-24,Female,Arizona,Scottsdale,American Airlines,"Miami, FL",2024-06-22,Domestic,784.56,Business,Website,Yes,104
A01058,C00579,45-54,Female,Georgia,Augusta,Southwest Airlines,"Grand Cayman, Cayman Islands",2024-06-04,International,1873.72,Business,Travel Agency,No,186
A01059,C00347,45-54,Male,Arizona,Tucson,United Airlines,"Las Vegas, NV",2024-06-21,Domestic,808.59,First,Travel Agency,No,116
A01060,C00982,65+,Female,Arizona,Scottsdale,United Airlines,"London, UK",2024-08-19,International,852.93,Premium Economy,Mobile App,No,175
A01061,C00468,45-54,Male,New York,Albany,American Airlines,"Seattle, WA",2024-06-23,Domestic,254.69,Premium Economy,Travel Agency,No,107
A01062,C00901,18-24,Male,New York,Rochester,Alaska Airlines,"Seattle, WA",2024-09-02,Domestic,324.07,Premium Economy,Mobile App,Yes,151
A01063,C00601,18-24,Male,Arizona,Tucson,United Airlines,"Atlanta, GA",2024-08-19,Domestic,323.65,Premium Economy,Travel Agency,No,128
A01064,C00381,65+,Male,Florida,Miami,Delta Airlines,"Las Vegas, NV",2024-08-31,Domestic,229.59,Economy,Mobile App,Yes,125
A01065,C00006,35-44,Male,Illinois,Naperville,United Airlines,"Chicago, IL",2024-10-21,Domestic,475.55,Premium Economy,Mobile App,Yes,170
A01066,C00714,45-54,Female,New York,Buffalo,United Airlines,"Chicago, IL",2024-09-28,Domestic,303.21,Premium Economy,Travel Agency,No,129
A01067,C00537,55-64,Male,New York,Buffalo,Alaska Airlines,"Atlanta, GA",2024-09-01,Domestic,730.39,Business,Travel Agency,Yes,133
A01068,C00234,65+,Female,Illinois,Chicago,Delta Airlines,"Amsterdam, Netherlands",2024-06-22,International,4728.16,First,Mobile App,Yes,197
A01069,C00998,45-54,Female,New York,Buffalo,United Airlines,"Atlanta, GA",2024-09-01,Domestic,837.86,First,Travel Agency,Yes,110
A01070,C00278,35-44,Male,New York,New York City,American Airlines,"Miami, FL",2024-09-22,Domestic,232.34,Economy,Website,Yes,161
A01071,C00085,35-44,Male,Georgia,Savannah,Delta Airlines,"Toronto, Canada",2024-10-12,International,4314.15,First,Mobile App,No,141
A01072,C00333,55-64,Male,Texas,Austin,Alaska Airlines,"Atlanta, GA",2024-05-16,Domestic,1217.83,First,Mobile App,Yes,130
A01073,C00165,35-44,Female,Illinois,Chicago,United Airlines,"Miami, FL",2024-08-23,Domestic,414.82,Premium Economy,Travel Agency,Yes,139
A01074,C00982,65+,Female,Arizona,Scottsdale,Delta Airlines,"Atlanta, GA",2024-09-25,Domestic,247.24,Economy,Travel Agency,No,196
A01075,C00576,18-24,Female,Oregon,Bend,Alaska Airlines,"Atlanta, GA",2024-10-17,Domestic,417.79,Premium Economy,Website,Yes,121
A01076,C00396,65+,Male,Arizona,Tucson,Delta Airlines,"Atlanta, GA",2024-06-24,Domestic,750.59,Business,Travel Agency,No,103
A01077,C00002,65+,Male,Arizona,Tucson,Alaska Airlines,"Seattle, WA",2024-07-30,Domestic,490.04,Business,Mobile App,Yes,108
A01078,C00719,18-24,Male,California,Los Angeles,Southwest Airlines,"Nassau, Bahamas",2024-06-17,International,1111.08,Premium Economy,Travel Agency,No,141
A01079,C00929,25-34,Male,Texas,Austin,Southwest Airlines,"Las Vegas, NV",2024-10-19,Domestic,1361.48,First,Travel Agency,Yes,152
A01080,C00568,65+,Male,New York,Rochester,United Airlines,"Paris, France",2024-09-10,International,813.84,Premium Economy,Mobile App,Yes,186
A01081,C00056,65+,Female,California,San Jose,United Airlines,"Frankfurt, Germany",2024-06-29,International,1222.74,Business,Website,Yes,102
A01082,C00120,25-34,Female,Texas,San Antonio,Alaska Airlines,"Chicago, IL",2024-09-14,Domestic,697.8,Business,Travel Agency,No,198
A01083,C00079,25-34,Male,Arizona,Phoenix,Southwest Airlines,"Cozumel, Mexico",2024-08-01,International,992.31,Premium Economy,Travel Agency,Yes,100
A01084,C00050,25-34,Female,California,San Diego,United Airlines,"Paris, France",2024-09-03,International,1000.65,Premium Economy,Website,No,118
A01085,C00555,35-44,Male,Florida,Tampa,American Airlines,"Miami, FL",2024-05-26,Domestic,120.42,Economy,Website,Yes,150
A01086,C00411,35-44,Female,Oregon,Eugene,Delta Airlines,"Atlanta, GA",2024-10-01,Domestic,243.7,Economy,Mobile App,No,146
A01087,C00217,65+,Female,Texas,Dallas,Southwest Airlines,"Belize City, Belize",2024-10-23,International,2391.67,First,Website,No,191
A01088,C00688,25-34,Female,Oregon,Portland,American Airlines,"Chicago, IL",2024-10-26,Domestic,606.48,Business,Mobile App,Yes,110
A01089,C00300,55-64,Male,Florida,Miami,Delta Airlines,"Atlanta, GA",2024-07-09,Domestic,425.16,Premium Economy,Travel Agency,Yes,167
A01090,C00487,25-34,Male,Georgia,Savannah,Alaska Airlines,"Las Vegas, NV",2024-07-14,Domestic,118.63,Economy,Website,Yes,122
A01091,C00477,35-44,Female,Texas,Houston,Delta Airlines,"Las Vegas, NV",2024-06-17,Domestic,462.55,Premium Economy,Website,Yes,188
A01092,C00485,55-64,Female,Florida,Tampa,Alaska Airlines,"Toronto, Canada",2024-08-13,International,584.94,Economy,Mobile App,Yes,120
A01093,C00935,55-64,Male,Arizona,Tucson,United Airlines,"Chicago, IL",2024-05-29,Domestic,279.55,Economy,Website,Yes,115
A01094,C00818,25-34,Male,California,Los Angeles,Alaska Airlines,"Chicago, IL",2024-07-31,Domestic,693.13,Business,Website,Yes,161
A01095,C00876,65+,Male,Illinois,Springfield,Delta Airlines,"Chicago, IL",2024-06-25,Domestic,238.92,Economy,Travel Agency,Yes,139
A01096,C00939,45-54,Male,Oregon,Eugene,Southwest Airlines,"Atlanta, GA",2024-08-05,Domestic,488.87,Business,Website,Yes,162
A01097,C00793,35-44,Male,California,San Francisco,United Airlines,"Tokyo, Japan",2024-07-29,International,1136.0,Premium Economy,Mobile App,No,148
A01098,C00046,18-24,Male,Florida,Tampa,Delta Airlines,"Seattle, WA",2024-09-20,Domestic,443.37,Business,Travel Agency,Yes,105
A01099,C00321,45-54,Female,Florida,Jacksonville,American Airlines,"London, UK",2024-06-20,International,762.91,Economy,Travel Agency,No,113
A01100,C00869,65+,Male,New York,New York City,United Airlines,"London, UK",2024-07-18,International,815.0,Premium Economy,Website,No,194
A01101,C00537,55-64,Male,New York,Buffalo,Delta Airlines,"Las Vegas, NV",2024-07-11,Domestic,476.75,Premium Economy,Travel Agency,Yes,129
A01102,C00442,65+,Female,Florida,Miami,Delta Airlines,"Seattle, WA",2024-09-13,Domestic,477.76,Premium Economy,Travel Agency,Yes,150
A01103,C00460,35-44,Female,Georgia,Atlanta,American Airlines,"London, UK",2024-08-12,International,799.9,Premium Economy,Mobile App,No,183
A01104,C00479,45-54,Female,Texas,Houston,United Airlines,"Las Vegas, NV",2024-09-26,Domestic,219.54,Economy,Mobile App,Yes,182
A01105,C00925,25-34,Female,Texas,Dallas,American Airlines,"Las Vegas, NV",2024-08-26,Domestic,286.07,Economy,Mobile App,No,108
A01106,C00451,65+,Female,Texas,San Antonio,Delta Airlines,"Seattle, WA",2024-10-09,Domestic,376.26,Premium Economy,Travel Agency,No,192
A01107,C00875,45-54,Female,Oregon,Bend,American Airlines,"London, UK",2024-08-05,International,1648.15,Business,Mobile App,Yes,113
A01108,C00448,55-64,Female,New York,Buffalo,United Airlines,"Atlanta, GA",2024-07-03,Domestic,714.43,First,Travel Agency,No,104
A01109,C00115,35-44,Female,Texas,Dallas,American Airlines,"Mexico City, Mexico",2024-08-30,International,2031.07,Business,Travel Agency,No,137
A01110,C00780,18-24,Female,Texas,Houston,Southwest Airlines,"Miami, FL",2024-06-23,Domestic,432.76,Premium Economy,Travel Agency,Yes,188
A01111,C00552,45-54,Male,Illinois,Aurora,United Airlines,"Las Vegas, NV",2024-06-08,Domestic,907.85,First,Website,No,116
A01112,C00444,25-34,Female,California,San Francisco,American Airlines,"Atlanta, GA",2024-08-29,Domestic,491.02,Business,Mobile App,No,158
A01113,C00060,45-54,Male,Florida,Miami,American Airlines,"Paris, France",2024-06-09,International,629.42,Economy,Website,Yes,147
A01114,C00831,45-54,Female,Arizona,Tucson,United Airlines,"London, UK",2024-08-09,International,445.97,Economy,Travel Agency,No,103
A01115,C00967,45-54,Female,Illinois,Chicago,Delta Airlines,"Las Vegas, NV",2024-09-09,Domestic,453.36,Premium Economy,Mobile App,Yes,118
A01116,C00972,55-64,Male,California,San Jose,Alaska Airlines,"Chicago, IL",2024-07-20,Domestic,155.83,Economy,Travel Agency,Yes,198
A01117,C00318,18-24,Male,Illinois,Chicago,Delta Airlines,"Tokyo, Japan",2024-06-24,International,1003.8,Premium Economy,Website,Yes,110
A01118,C00557,55-64,Male,Oregon,Portland,Southwest Airlines,"Chicago, IL",2024-06-20,Domestic,370.77,Premium Economy,Mobile App,No,113
A01119,C00246,55-64,Female,Arizona,Tucson,Delta Airlines,"Seattle, WA",2024-07-03,Domestic,464.77,Premium Economy,Website,No,130
A01120,C00682,35-44,Male,Georgia,Atlanta,United Airlines,"Tokyo, Japan",2024-10-30,International,1523.75,Business,Travel Agency,Yes,173
A01121,C00358,45-54,Female,Illinois,Chicago,American Airlines,"Tokyo, Japan",2024-08-23,International,554.17,Economy,Website,No,132
A01122,C00651,55-64,Female,Illinois,Aurora,American Airlines,"Miami, FL",2024-07-15,Domestic,200.65,Economy,Mobile App,No,107
A01123,C00951,65+,Male,Arizona,Tucson,Delta Airlines,"Chicago, IL",2024-05-28,Domestic,209.31,Economy,Travel Agency,Yes,117
A01124,C00917,35-44,Male,California,San Jose,Delta Airlines,"Las Vegas, NV",2024-05-31,Domestic,1061.31,First,Travel Agency,No,142
A01125,C00732,45-54,Female,Illinois,Chicago,Alaska Airlines,"Miami, FL",2024-09-02,Domestic,1406.68,First,Website,No,159
A01126,C00713,25-34,Male,Illinois,Aurora,Southwest Airlines,"Chicago, IL",2024-10-09,Domestic,820.85,First,Travel Agency,No,171
A01127,C00665,35-44,Male,Texas,San Antonio,Alaska Airlines,"Atlanta, GA",2024-07-08,Domestic,858.9,First,Website,No,137
A01128,C00368,55-64,Male,Florida,Miami,United Airlines,"Frankfurt, Germany",2024-06-22,International,752.59,Premium Economy,Mobile App,No,164
A01129,C00607,55-64,Female,New York,Albany,Southwest Airlines,"Seattle, WA",2024-10-31,Domestic,162.73,Economy,Website,Yes,161
A01130,C00703,65+,Male,California,Los Angeles,Alaska Airlines,"Toronto, Canada",2024-06-18,International,1163.2,Premium Economy,Mobile App,Yes,167
A01131,C00516,35-44,Female,Illinois,Springfield,Delta Airlines,"Las Vegas, NV",2024-07-22,Domestic,746.6,Business,Travel Agency,No,130
A01132,C00041,18-24,Female,Texas,Dallas,Southwest Airlines,"Montego Bay, Jamaica",2024-09-08,International,1917.17,Business,Mobile App,No,184
A01133,C00016,25-34,Female,California,Los Angeles,Delta Airlines,"Toronto, Canada",2024-05-23,International,2116.17,Business,Mobile App,No,104
A01134,C00595,55-64,Male,Oregon,Portland,Alaska Airlines,"Miami, FL",2024-07-29,Domestic,1433.05,First,Website,Yes,148
A01135,C00647,35-44,Male,California,San Diego,American Airlines,"Tokyo, Japan",2024-11-11,International,791.06,Economy,Travel Agency,Yes,193
A01136,C00973,55-64,Male,Texas,San Antonio,American Airlines,"Atlanta, GA",2024-08-16,Domestic,277.63,Premium Economy,Mobile App,No,151
A01137,C00821,45-54,Male,Oregon,Eugene,Alaska Airlines,"Toronto, Canada",2024-09-10,International,915.94,Premium Economy,Website,No,124
A01138,C00724,25-34,Female,California,San Jose,Southwest Airlines,"Liberia, Costa Rica",2024-10-31,International,1204.48,Business,Mobile App,Yes,172
A01139,C00996,45-54,Male,New York,Albany,American Airlines,"Mexico City, Mexico",2024-08-31,International,800.32,Premium Economy,Travel Agency,No,120
A01140,C00833,35-44,Male,Georgia,Savannah,Southwest Airlines,"Seattle, WA",2024-10-10,Domestic,1174.25,First,Travel Agency,No,170
A01141,C00884,45-54,Male,Illinois,Chicago,Alaska Airlines,"Miami, FL",2024-09-27,Domestic,629.57,Business,Mobile App,No,198
A01142,C00786,25-34,Male,Arizona,Scottsdale,Southwest Airlines,"San Juan, Puerto Rico",2024-07-15,International,1442.19,Business,Mobile App,Yes,100
A01143,C00878,35-44,Female,California,San Diego,Southwest Airlines,"Atlanta, GA",2024-11-09,Domestic,1001.52,First,Mobile App,Yes,137
A01144,C00658,45-54,Male,New York,New York City,American Airlines,"Las Vegas, NV",2024-06-07,Domestic,1248.61,First,Travel Agency,No,165
A01145,C00792,55-64,Male,Florida,Orlando,American Airlines,"Atlanta, GA",2024-11-11,Domestic,755.77,First,Travel Agency,No,200
A01146,C00327,25-34,Male,Texas,Houston,Alaska Airlines,"Seattle, WA",2024-06-23,Domestic,1140.46,First,Website,Yes,147
A01147,C00420,55-64,Female,Texas,San Antonio,Southwest Airlines,"Grand Cayman, Cayman Islands",2024-07-16,International,4972.27,First,Mobile App,No,176
A01148,C00586,25-34,Male,Arizona,Phoenix,Southwest Airlines,"Cozumel, Mexico",2024-10-21,International,685.9,Economy,Travel Agency,Yes,193
A01149,C00979,65+,Female,Oregon,Salem,Delta Airlines,"Chicago, IL",2024-05-23,Domestic,219.21,Economy,Website,No,109
A01150,C00047,55-64,Male,New York,New York City,Delta Airlines,"Seattle, WA",2024-10-09,Domestic,1224.16,First,Mobile App,No,165
A01151,C00802,55-64,Male,Illinois,Naperville,United Airlines,"Toronto, Canada",2024-06-19,International,4826.97,First,Mobile App,Yes,148
A01152,C00200,18-24,Female,Illinois,Naperville,Alaska Airlines,"Toronto, Canada",2024-06-21,International,1795.08,Business,Website,Yes,157
A01153,C00733,65+,Male,Texas,Dallas,Alaska Airlines,"Las Vegas, NV",2024-09-02,Domestic,223.66,Economy,Mobile App,No,198
A01154,C00782,18-24,Male,California,San Francisco,Southwest Airlines,"Grand Cayman, Cayman Islands",2024-09-15,International,449.33,Economy,Website,Yes,151
A01155,C00546,25-34,Female,Oregon,Salem,Alaska Airlines,"Atlanta, GA",2024-06-30,Domestic,707.09,Business,Travel Agency,Yes,182
A01156,C00598,45-54,Female,New York,Rochester,Southwest Airlines,"Miami, FL",2024-05-22,Domestic,1163.01,First,Mobile App,Yes,114
A01157,C00552,45-54,Male,Illinois,Aurora,Delta Airlines,"London, UK",2024-10-06,International,3013.17,First,Mobile App,No,177
A01158,C00134,65+,Male,Arizona,Tucson,Delta Airlines,"Amsterdam, Netherlands",2024-07-04,International,970.45,Premium Economy,Travel Agency,Yes,124
A01159,C00175,25-34,Male,Oregon,Eugene,United Airlines,"Las Vegas, NV",2024-08-04,Domestic,1215.37,First,Mobile App,No,177
A01160,C00788,65+,Female,Oregon,Eugene,Alaska Airlines,"Las Vegas, NV",2024-08-20,Domestic,193.63,Economy,Travel Agency,Yes,132
A01161,C00169,65+,Female,Texas,Houston,United Airlines,"Tokyo, Japan",2024-09-19,International,2638.64,First,Mobile App,Yes,128
A01162,C00089,35-44,Female,Texas,Austin,Southwest Airlines,"Belize City, Belize",2024-07-10,International,409.13,Economy,Mobile App,Yes,166
A01163,C00182,45-54,Female,New York,Albany,Alaska Airlines,"Chicago, IL",2024-07-04,Domestic,125.01,Economy,Website,No,105
A01164,C00055,35-44,Female,Florida,Tampa,Delta Airlines,"Tokyo, Japan",2024-10-05,International,779.83,Economy,Mobile App,Yes,146
A01165,C00906,35-44,Male,California,San Jose,Alaska Airlines,"Atlanta, GA",2024-09-18,Domestic,136.38,Economy,Website,Yes,134
A01166,C00160,18-24,Male,Florida,Orlando,Southwest Airlines,"Nassau, Bahamas",2024-11-02,International,2242.0,Business,Travel Agency,No,177
A01167,C00929,25-34,Male,Texas,Austin,Alaska Airlines,"Toronto, Canada",2024-06-07,International,1114.87,Premium Economy,Website,Yes,158
A01168,C00020,45-54,Male,Georgia,Atlanta,American Airlines,"Toronto, Canada",2024-08-09,International,706.06,Premium Economy,Travel Agency,Yes,137
A01169,C00487,25-34,Male,Georgia,Savannah,American Airlines,"Tokyo, Japan",2024-05-25,International,506.33,Economy,Website,Yes,101
A01170,C00297,65+,Female,California,San Diego,American Airlines,"Mexico City, Mexico",2024-11-04,International,1453.91,Business,Website,Yes,181
A01171,C00003,18-24,Male,California,San Francisco,United Airlines,"Paris, France",2024-08-28,International,2317.25,Business,Website,Yes,161
A01172,C00602,55-64,Male,Florida,Jacksonville,Delta Airlines,"Seattle, WA",2024-07-17,Domestic,496.28,Premium Economy,Website,Yes,114
A01173,C00071,65+,Female,Arizona,Flagstaff,Southwest Airlines,"Seattle, WA",2024-10-28,Domestic,381.68,Premium Economy,Travel Agency,No,129
A01174,C00170,25-34,Female,Arizona,Tucson,Southwest Airlines,"Seattle, WA",2024-10-07,Domestic,266.79,Economy,Website,Yes,140
A01175,C00027,55-64,Male,California,San Diego,Alaska Airlines,"Atlanta, GA",2024-05-15,Domestic,925.42,First,Website,Yes,114
A01176,C00210,55-64,Female,Georgia,Savannah,American Airlines,"London, UK",2024-09-16,International,653.45,Economy,Travel Agency,No,134
A01177,C00041,18-24,Female,Texas,Dallas,Delta Airlines,"London, UK",2024-09-12,International,572.83,Economy,Travel Agency,No,168
A01178,C00277,45-54,Male,Florida,Orlando,American Airlines,"Seattle, WA",2024-10-23,Domestic,917.02,First,Mobile App,Yes,158
A01179,C00954,18-24,Female,Texas,Austin,Alaska Airlines,"Vancouver, Canada",2024-05-17,International,2055.84,Business,Travel Agency,No,164
A01180,C00127,25-34,Male,Texas,Houston,Alaska Airlines,"Miami, FL",2024-06-19,Domestic,1095.9,First,Travel Agency,No,159
A01181,C00684,35-44,Female,Oregon,Eugene,Delta Airlines,"Atlanta, GA",2024-06-10,Domestic,752.22,Business,Travel Agency,No,184
A01182,C00124,35-44,Male,Texas,Houston,Delta Airlines,"Atlanta, GA",2024-07-15,Domestic,436.76,Premium Economy,Website,No,128
A01183,C00056,65+,Female,California,San Jose,Delta Airlines,"Atlanta, GA",2024-07-10,Domestic,242.92,Economy,Mobile App,Yes,192
A01184,C00122,25-34,Male,Oregon,Portland,Alaska Airlines,"Vancouver, Canada",2024-10-20,International,3607.06,First,Mobile App,No,148
A01185,C00761,45-54,Male,Oregon,Bend,Alaska Airlines,"Las Vegas, NV",2024-06-03,Domestic,539.08,Business,Website,Yes,101
